ID,Street,City,ZipCode,State,County,Proportion_60+,MedianIncome,Dist_from_GolfCourse,Dist_from_Lake,GatedCommunity,Pool,Priority,SolarPanels,XmasLights,GutterCleaning,WindowCleaning,SeniorCommunity,CensusYear,CensusBlock,FullFipsBlock,Trees,Latitude,Longitude,SquareFeet,NumStories,SoldPrice,SoldDate,YearBuilt,Bedrooms,Bathrooms,Comments
158,2816 43RD ST,SACRAMENTO,95817,CA,Sacramento County,0.211,79500.0,,,,,4.0,T,,,T,,2021,5018,60670018005018,,38.548859,-121.457219,1776,1.0,510000,,,,,address identified as a new home development built since 2300
159,4706 50TH AVE,SACRAMENTO,95823,CA,Sacramento County,0.126,30625.0,,,,,4.0,T,,,T,,2021,2009,60670047022009,,38.507648,-121.449825,2450,,519000,,,,,address identified as a new home development built since 2301
160,7719 51ST AVE,SACRAMENTO,95828,CA,Sacramento County,0.157,55104.0,,,,,4.0,T,,,T,,2021,4009,60670048014009,,38.50594,-121.411827,2045,1.0,345000,,,,,address identified as a new home development built since 2302
161,1575 53RD ST,SACRAMENTO,95819,CA,Sacramento County,0.211,81908.0,,,,,4.0,T,,,T,,2021,3010,60670016013010,,38.558361,-121.441755,3679,2.0,53000,,,,,address identified as a new home development built since 2303
162,638 54TH ST,SACRAMENTO,95819,CA,Sacramento County,0.291,118500.0,,,,,1,T,,,T,,2021,2012,60670002002012,,38.569855,-121.435884,2514,2.0,,,,,,address identified as a new home development built since 2304
163,1816 5TH ST,SACRAMENTO,95811,CA,Sacramento County,0.11,68077.0,,,,,4.0,T,,,T,,2021,1015,60670021001015,,38.572687,-121.50441,1645,3.0,,,,,,address identified as a new home development built since 2305
164,1832 5TH ST,SACRAMENTO,95811,CA,Sacramento County,0.11,68077.0,,,,,4.0,T,,,T,,2021,1015,60670021001015,,38.572369,-121.504546,1696,3.0,809000,,,,,address identified as a new home development built since 2306
165,1909 5TH ST,SACRAMENTO,95811,CA,Sacramento County,0.11,68077.0,,,,,4.0,T,,,T,,2021,1019,60670021001019,,38.571775,-121.504321,1993,3.0,,,,,,address identified as a new home development built since 2307
166,1911 5TH ST,SACRAMENTO,95811,CA,Sacramento County,0.11,68077.0,,,,,4.0,T,,,T,,2021,1019,60670021001019,,38.571697,-121.504319,1993,3.0,680500,,,,,address identified as a new home development built since 2308
167,1913 5TH ST,SACRAMENTO,95811,CA,Sacramento County,0.11,68077.0,,,,,4.0,T,,,T,,2021,1019,60670021001019,,38.571645,-121.504341,1993,3.0,,,,,,address identified as a new home development built since 2309
168,3117 65TH ST,SACRAMENTO,95820,CA,Sacramento County,0.079,76472.0,,,,,4.0,T,,,T,,2021,1017,60670017011017,,38.545673,-121.427546,1735,2.0,447500,,,,,address identified as a new home development built since 2310
169,2318 AEROSTAR WAY,SACRAMENTO,95834,CA,Sacramento County,0.193,63770.0,,,,,4.0,T,,,T,,2021,3014,60670070283014,,38.638386,-121.515064,1694,2.0,412000,,,,,address identified as a new home development built since 2311
170,2324 AEROSTAR WAY,SACRAMENTO,95834,CA,Sacramento County,0.193,63770.0,,,,,4.0,T,,,T,,2021,3014,60670070283014,,38.638386,-121.515195,2148,2.0,457000,,,,,address identified as a new home development built since 2312
171,2330 AEROSTAR WAY,SACRAMENTO,95834,CA,Sacramento County,0.193,63770.0,,,,,4.0,T,,,T,,2021,3014,60670070283014,,38.638604,-121.515151,1992,2.0,443500,,,,,address identified as a new home development built since 2313
172,3401 ALBERGHINI ST,SACRAMENTO,95838,CA,Sacramento County,0.113,62813.0,,,,,4.0,T,,,T,,2021,2016,60670067062016,,38.629884,-121.451663,1780,2.0,385000,,,,,address identified as a new home development built since 2314
173,3405 ALBERGHINI ST,SACRAMENTO,95838,CA,Sacramento County,0.113,62813.0,,,,,4.0,T,,,T,,2021,2016,60670067062016,,38.630086,-121.451667,1896,2.0,344000,,,,,address identified as a new home development built since 2315
174,3406 ALBERGHINI ST,SACRAMENTO,95838,CA,Sacramento County,0.113,62813.0,,,,,4.0,T,,,T,,2021,2017,60670067062017,,38.630048,-121.451137,1780,2.0,,,,,,address identified as a new home development built since 2316
175,3416 ALBERGHINI ST,SACRAMENTO,95838,CA,Sacramento County,0.113,62813.0,,,,,4.0,T,,,T,,2021,2017,60670067062017,,38.630329,-121.451115,1780,2.0,315500,,,,,address identified as a new home development built since 2317
176,3424 ALBERGHINI ST,SACRAMENTO,95838,CA,Sacramento County,0.113,62813.0,,,,,4.0,T,,,T,,2021,2017,60670067062017,,38.630631,-121.45109,1896,2.0,350000,,,,,address identified as a new home development built since 2318
177,10010 ALEUTIAN WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,2002,60670096522002,,38.394161,-121.385158,3663,2.0,645500,,,,,address identified as a new home development built since 2319
178,10014 ALEUTIAN WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,2002,60670096522002,,38.39393,-121.385162,2476,1.0,560000,,,,,address identified as a new home development built since 2320
179,10018 ALEUTIAN WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,2002,60670096522002,,38.393765,-121.385161,3443,2.0,635000,,,,,address identified as a new home development built since 2321
180,10022 ALEUTIAN WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,2002,60670096522002,,38.3936,-121.385162,3443,2.0,638000,,,,,address identified as a new home development built since 2322
181,10026 ALEUTIAN WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,2002,60670096522002,,38.393435,-121.385163,2476,1.0,580500,,,,,address identified as a new home development built since 2323
182,10034 ALEUTIAN WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,2002,60670096522002,,38.393099,-121.385166,2476,1.0,627500,,,,,address identified as a new home development built since 2324
183,1325 ALTAPARKE AVE,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.635769,-121.489581,1932,2.0,377000,,,,,address identified as a new home development built since 2325
184,1329 ALTAPARKE AVE,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.635818,-121.489705,2022,2.0,380000,,,,,address identified as a new home development built since 2326
185,1333 ALTAPARKE AVE,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.635822,-121.489827,1717,2.0,364000,,,,,address identified as a new home development built since 2327
186,1337 ALTAPARKE AVE,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.635818,-121.48995,1788,2.0,349500,,,,,address identified as a new home development built since 2328
187,8564 AMARES CIR,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,2008,60670096502008,,38.394813,-121.387939,2972,1.0,690500,,,,,address identified as a new home development built since 2329
188,550 ANNIE BURNS WALK,SACRAMENTO,95819,CA,Sacramento County,0.291,118500.0,,,,,4.0,T,,,T,,2021,2003,60670002002003,,38.570943,-121.438016,1895,2.0,898000,,,,,address identified as a new home development built since 2330
189,554 ANNIE BURNS WALK,SACRAMENTO,95819,CA,Sacramento County,0.291,118500.0,,,,,4.0,T,,,T,,2021,2003,60670002002003,,38.570921,-121.437824,2151,2.0,885000,,,,,address identified as a new home development built since 2331
190,558 ANNIE BURNS WALK,SACRAMENTO,95819,CA,Sacramento County,0.291,118500.0,,,,,4.0,T,,,T,,2021,2003,60670002002003,,38.570906,-121.437721,1871,2.0,863000,,,,,address identified as a new home development built since 2332
191,562 ANNIE BURNS WALK,SACRAMENTO,95819,CA,Sacramento County,0.291,118500.0,,,,,4.0,T,,,T,,2021,2003,60670002002003,,38.570891,-121.437617,2151,2.0,870000,,,,,address identified as a new home development built since 2333
192,566 ANNIE BURNS WALK,SACRAMENTO,95819,CA,Sacramento County,0.291,118500.0,,,,,4.0,T,,,T,,2021,2003,60670002002003,,38.570875,-121.437497,1871,2.0,872500,,,,,address identified as a new home development built since 2334
193,3760 ARBORHILL WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.636652,-121.489562,1717,2.0,383000,,,,,address identified as a new home development built since 2335
194,2404 ARENA BLVD,SACRAMENTO,95834,CA,Sacramento County,0.193,63770.0,,,,,4.0,T,,,T,,2021,3000,60670070283000,,38.644322,-121.514682,2025,3.0,399500,,,,,address identified as a new home development built since 2336
195,2416 ARENA BLVD,SACRAMENTO,95834,CA,Sacramento County,0.193,63770.0,,,,,4.0,T,,,T,,2021,3000,60670070283000,,38.644175,-121.514814,2025,3.0,399000,,,,,address identified as a new home development built since 2337
196,3905 ARISTOTLE CIR,RANCHO CORDOVA,95742,CA,Sacramento County,0.096,135000.0,,,,,4.0,T,,,T,,2021,3005,60670087043005,,38.557791,-121.24,2119,2.0,443000,,,,,address identified as a new home development built since 2338
197,3907 ARISTOTLE CIR,RANCHO CORDOVA,95742,CA,Sacramento County,0.096,135000.0,,,,,4.0,T,,,T,,2021,3005,60670087043005,,38.557885,-121.240007,2015,2.0,415000,,,,,address identified as a new home development built since 2339
198,3909 ARISTOTLE CIR,RANCHO CORDOVA,95742,CA,Sacramento County,0.096,135000.0,,,,,4.0,T,,,T,,2021,3005,60670087043005,,38.558005,-121.240007,1842,2.0,388500,,,,,address identified as a new home development built since 2340
199,3911 ARISTOTLE CIR,RANCHO CORDOVA,95742,CA,Sacramento County,0.096,135000.0,,,,,4.0,T,,,T,,2021,3005,60670087043005,,38.558109,-121.240007,2321,2.0,412000,,,,,address identified as a new home development built since 2341
200,3913 ARISTOTLE CIR,RANCHO CORDOVA,95742,CA,Sacramento County,0.096,135000.0,,,,,4.0,T,,,T,,2021,3005,60670087043005,,38.558236,-121.240006,2119,2.0,391500,,,,,address identified as a new home development built since 2342
201,3915 ARISTOTLE CIR,RANCHO CORDOVA,95742,CA,Sacramento County,0.096,135000.0,,,,,4.0,T,,,T,,2021,3005,60670087043005,,38.55834,-121.240006,2015,2.0,392000,,,,,address identified as a new home development built since 2020
202,4082 ARJUNA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.554403,-121.219814,2378,2.0,468000,,,,,address identified as a new home development built since 2021
203,4086 ARJUNA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.554301,-121.219813,1932,1.0,422500,,,,,address identified as a new home development built since 2022
204,4090 ARJUNA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.554151,-121.219813,1932,1.0,444000,,,,,address identified as a new home development built since 2023
205,4098 ARJUNA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.553876,-121.219811,2692,2.0,502500,,,,,address identified as a new home development built since 2024
206,500 ASHWICK LOOP,SACRAMENTO,95823,CA,Sacramento County,0.158,55707.0,,,,,4.0,T,,,T,,2021,2003,60670096102003,,38.458611,-121.444242,1127,2.0,183000,,,,,address identified as a new home development built since 2025
207,560 ASHWICK LOOP,SACRAMENTO,95823,CA,Sacramento County,0.158,55707.0,,,,,4.0,T,,,T,,2021,2003,60670096102003,,38.458416,-121.443574,1127,2.0,239000,,,,,address identified as a new home development built since 2026
208,720 ASHWICK LOOP,SACRAMENTO,95823,CA,Sacramento County,0.158,55707.0,,,,,4.0,T,,,T,,2021,2003,60670096102003,,38.459538,-121.442803,915,2.0,167500,,,,,address identified as a new home development built since 2027
209,1188 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.636293,-121.485719,1895,1.0,421000,,,,,address identified as a new home development built since 2028
210,1192 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.636293,-121.485894,1885,2.0,397000,,,,,address identified as a new home development built since 2029
211,1196 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.636292,-121.486069,2529,2.0,452000,,,,,address identified as a new home development built since 2353
212,1200 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.636292,-121.486244,2235,2.0,402500,,,,,address identified as a new home development built since 2354
213,1201 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1008,60670070211008,,38.636734,-121.486316,2529,2.0,437000,,,,,address identified as a new home development built since 2355
214,1204 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.636292,-121.486419,1895,1.0,397500,,,,,address identified as a new home development built since 2356
215,1205 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1008,60670070211008,,38.636712,-121.486509,2235,2.0,,,,,,address identified as a new home development built since 2357
216,1216 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1001,60670070211001,,38.63629,-121.486944,1895,1.0,400500,,,,,address identified as a new home development built since 2358
217,1217 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1008,60670070211008,,38.636709,-121.487041,2529,2.0,452500,,,,,address identified as a new home development built since 2359
218,1221 ASPENPARKE WAY,SACRAMENTO,95834,CA,Sacramento County,0.126,75450.0,,,,,4.0,T,,,T,,2021,1008,60670070211008,,38.636694,-121.487232,1895,1.0,423000,,,,,address identified as a new home development built since 2360
219,3984 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.558932,-121.222393,2054,1.0,479000,,,,,address identified as a new home development built since 2361
220,3988 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.558931,-121.222586,2757,2.0,576500,,,,,address identified as a new home development built since 2362
221,3992 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.558931,-121.222778,3501,2.0,592500,,,,,address identified as a new home development built since 2363
222,3996 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.55893,-121.22297,2054,1.0,503000,,,,,address identified as a new home development built since 2364
223,4004 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.55894,-121.223355,2757,2.0,528000,,,,,address identified as a new home development built since 2365
224,4016 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.558668,-121.223847,2054,1.0,499000,,,,,address identified as a new home development built since 2366
225,4017 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.558553,-121.223314,2599,1.0,510500,,,,,address identified as a new home development built since 2367
226,4021 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.558402,-121.223313,2221,1.0,465000,,,,,address identified as a new home development built since 2368
227,4025 AURA WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,3000,60670087083000,,38.558263,-121.223312,2757,2.0,559000,,,,,address identified as a new home development built since 2369
228,7003 BALDWIN DAM RD,FOLSOM,95630,CA,Sacramento County,0.283,107529.0,,,,,4.0,T,,,T,,2021,2017,60670082092017,,38.692014,-121.181929,4753,2.0,,,,,,address identified as a new home development built since 2370
229,10229 BARITONE WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,1003,60670096521003,,38.3863,-121.376054,1603,1.0,459000,,,,,address identified as a new home development built since 2371
230,10233 BARITONE WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,1003,60670096521003,,38.386149,-121.376053,2617,2.0,549500,,,,,address identified as a new home development built since 2372
231,10237 BARITONE WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,1003,60670096521003,,38.385998,-121.376052,2110,2.0,499000,,,,,address identified as a new home development built since 2373
232,10241 BARITONE WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,1003,60670096521003,,38.385847,-121.376051,2365,2.0,525000,,,,,address identified as a new home development built since 2374
233,10281 BARITONE WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,1001,60670096521001,,38.384459,-121.376045,2365,2.0,535500,,,,,address identified as a new home development built since 2375
234,10285 BARITONE WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,1001,60670096521001,,38.384322,-121.376045,2110,2.0,508000,,,,,address identified as a new home development built since 2376
235,10289 BARITONE WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,1001,60670096521001,,38.384177,-121.376044,2365,2.0,547500,,,,,address identified as a new home development built since 2377
236,10293 BARITONE WAY,ELK GROVE,95757,CA,Sacramento County,0.236,107570.0,,,,,4.0,T,,,T,,2021,1001,60670096521001,,38.384022,-121.376043,2617,2.0,551000,,,,,address identified as a new home development built since 2378
237,2684 BATHFORD ST,SACRAMENTO,95833,CA,Sacramento County,0.06,68836.0,,,,,4.0,T,,,T,,2021,1001,60670070201001,,38.614702,-121.527423,1718,2.0,420500,,,,,address identified as a new home development built since 2379
238,2708 BATHFORD ST,SACRAMENTO,95833,CA,Sacramento County,0.06,68836.0,,,,,4.0,T,,,T,,2021,1001,60670070201001,,38.614954,-121.527423,1567,2.0,435000,,,,,address identified as a new home development built since 2380
239,7867 BING DR,ANTELOPE,95843,CA,Sacramento County,0.174,72083.0,,,,,4.0,T,,,T,,2021,2005,60670074172005,,38.709856,-121.397338,1750,1.0,425500,,,,,address identified as a new home development built since 2381
240,7871 BING DR,ANTELOPE,95843,CA,Sacramento County,0.174,72083.0,,,,,4.0,T,,,T,,2021,2005,60670074172005,,38.709993,-121.39734,1522,1.0,378000,,,,,address identified as a new home development built since 2382
241,4477 BLACKBIRD DR,FOLSOM,95630,CA,Sacramento County,0.204,87344.0,,,,,4.0,T,,,T,,2021,4016,60670085084016,,38.627161,-121.109386,2917,2.0,676000,,,,,address identified as a new home development built since 2383
242,4481 BLACKBIRD DR,FOLSOM,95630,CA,Sacramento County,0.204,87344.0,,,,,4.0,T,,,T,,2021,4016,60670085084016,,38.627162,-121.109185,3312,2.0,710000,,,,,address identified as a new home development built since 2384
243,4485 BLACKBIRD DR,FOLSOM,95630,CA,Sacramento County,0.204,87344.0,,,,,4.0,T,,,T,,2021,4016,60670085084016,,38.627135,-121.108934,3312,2.0,740000,,,,,address identified as a new home development built since 2385
244,7513 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1038,60670092011038,,38.486616,-121.359647,2502,2.0,479500,,,,,address identified as a new home development built since 2386
245,7516 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1032,60670092011032,,38.486457,-121.360153,1994,1.0,464500,,,,,address identified as a new home development built since 2387
246,7517 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1038,60670092011038,,38.486482,-121.359646,2713,2.0,532000,,,,,address identified as a new home development built since 2388
247,7520 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1032,60670092011032,,38.486306,-121.360152,2502,2.0,490000,,,,,address identified as a new home development built since 2389
248,7521 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1038,60670092011038,,38.486324,-121.359644,3033,2.0,552500,,,,,address identified as a new home development built since 2390
249,7524 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1032,60670092011032,,38.486155,-121.360151,2713,2.0,515000,,,,,address identified as a new home development built since 2391
250,7525 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1038,60670092011038,,38.486166,-121.359643,1994,1.0,457000,,,,,address identified as a new home development built since 2392
251,7528 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1032,60670092011032,,38.486004,-121.36015,3033,2.0,541500,,,,,address identified as a new home development built since 2393
252,7529 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1038,60670092011038,,38.486008,-121.359642,2502,2.0,487500,,,,,address identified as a new home development built since 2394
253,7532 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1032,60670092011032,,38.485867,-121.360149,1994,1.0,451000,,,,,address identified as a new home development built since 2395
254,7533 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1038,60670092011038,,38.485779,-121.35964,1994,1.0,459000,,,,,address identified as a new home development built since 2396
255,7536 BLUE BELL CIR,SACRAMENTO,95829,CA,Sacramento County,0.186,82625.0,,,,,4.0,T,,,T,,2021,1032,60670092011032,,38.485697,-121.360165,2713,2.0,508000,,,,,address identified as a new home development built since 2397
256,12716 BLUEBLANC WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,4001,60670087084001,,38.5535,-121.19566,1603,1.0,429000,,,,,address identified as a new home development built since 2398
257,12717 BLUEBLANC WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,4001,60670087084001,,38.553898,-121.195638,2617,2.0,473500,,,,,address identified as a new home development built since 2399
258,12721 BLUEBLANC WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,4001,60670087084001,,38.553898,-121.19548,1603,1.0,424500,,,,,address identified as a new home development built since 2400
259,12724 BLUEBLANC WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,4001,60670087084001,,38.553499,-121.195326,1880,1.0,433000,,,,,address identified as a new home development built since 2401
260,12725 BLUEBLANC WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,4001,60670087084001,,38.553897,-121.195322,2365,2.0,470500,,,,,address identified as a new home development built since 2402
261,12728 BLUEBLANC WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,4001,60670087084001,,38.553498,-121.195159,2365,2.0,466500,,,,,address identified as a new home development built since 2403
262,12729 BLUEBLANC WAY,RANCHO CORDOVA,95742,CA,Sacramento County,0.118,130078.0,,,,,4.0,T,,,T,,2021,4001,60670087084001,,38.553896,-121.195164,1880,1.0,443000,,,,,address identified as a new home development built since 2404
